
==================================================
🚀 TRAINING GRPO CON GIUDICE QWEN-0.5B (Security Domain)
==================================================
🔄 Avvio training GRPO...
{'loss': -0.0702, 'grad_norm': 0.65625, 'learning_rate': 9.959999999999999e-07, 'num_tokens': 10307.0, 'completions/mean_length': 87.775, 'completions/min_length': 64.6, 'completions/max_length': 127.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 87.775, 'completions/min_terminated_length': 64.6, 'completions/max_terminated_length': 127.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.6, 'rewards/strict_format_and_content_reward/std': 0.887174105644226, 'rewards/semantic_consistency_reward/mean': 0.03999999761581421, 'rewards/semantic_consistency_reward/std': 0.08944271802902222, 'rewards/conditional_perplexity_reward/mean': 0.2033346951007843, 'rewards/conditional_perplexity_reward/std': 0.07305933460593224, 'reward': 1.843334674835205, 'reward_std': 0.9274021066725254, 'frac_reward_zero_std': 0.0, 'entropy': 1.5574040800333022, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.92460222002119, 'epoch': 0.01}
{'loss': -0.0958, 'grad_norm': 0.7578125, 'learning_rate': 2.1599999999999998e-07, 'num_tokens': 1658028.0, 'completions/mean_length': 94.2, 'completions/min_length': 54.6, 'completions/max_length': 135.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.2, 'completions/min_terminated_length': 54.6, 'completions/max_terminated_length': 135.2, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.5, 'rewards/strict_format_and_content_reward/std': 1.2761460781097411, 'rewards/semantic_consistency_reward/mean': 0.01499999761581421, 'rewards/semantic_consistency_reward/std': 0.10014275312423707, 'rewards/conditional_perplexity_reward/mean': 0.19118604362010955, 'rewards/conditional_perplexity_reward/std': 0.06820133477449417, 'reward': 1.4561859726905824, 'reward_std': 1.9978930309414864, 'frac_reward_zero_std': 0.0, 'entropy': 1.6032410755753517, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.643699719943108, 'epoch': 1.57}
{'loss': 0.0, 'grad_norm': 0.7734375, 'learning_rate': 2.1099999999999997e-07, 'num_tokens': 1668745.0, 'completions/mean_length': 97.125, 'completions/min_length': 65.4, 'completions/max_length': 138.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 94.86785888671875, 'completions/min_terminated_length': 65.4, 'completions/max_terminated_length': 132.2, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.914142107963562, 'rewards/semantic_consistency_reward/mean': 0.17000000029802323, 'rewards/semantic_consistency_reward/std': 0.4089556872844696, 'rewards/conditional_perplexity_reward/mean': 0.2175244837999344, 'rewards/conditional_perplexity_reward/std': 0.0757193148136139, 'reward': 1.8875245094299316, 'reward_std': 1.4988238245248795, 'frac_reward_zero_std': 0.0, 'entropy': 1.5758809074759483, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.289545119926334, 'epoch': 1.58}
{'loss': -0.051, 'grad_norm': 0.66015625, 'learning_rate': 2.06e-07, 'num_tokens': 1679332.0, 'completions/mean_length': 98.875, 'completions/min_length': 62.4, 'completions/max_length': 156.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 98.875, 'completions/min_terminated_length': 62.4, 'completions/max_terminated_length': 156.2, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.775, 'rewards/strict_format_and_content_reward/std': 0.636396074295044, 'rewards/semantic_consistency_reward/mean': 0.1499999940395355, 'rewards/semantic_consistency_reward/std': 0.4262328863143921, 'rewards/conditional_perplexity_reward/mean': 0.225010946393013, 'rewards/conditional_perplexity_reward/std': 0.08732354193925858, 'reward': 2.02501095533371, 'reward_std': 1.3909598238766194, 'frac_reward_zero_std': 0.0, 'entropy': 1.5108944654464722, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 35.814917699992655, 'epoch': 1.59}
{'loss': -0.1211, 'grad_norm': 0.71484375, 'learning_rate': 2.01e-07, 'num_tokens': 1690128.0, 'completions/mean_length': 99.2, 'completions/min_length': 68.0, 'completions/max_length': 147.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 99.2, 'completions/min_terminated_length': 68.0, 'completions/max_terminated_length': 147.4, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.46291003227233884, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.7676240921020507, 'rewards/semantic_consistency_reward/mean': 0.029999999701976775, 'rewards/semantic_consistency_reward/std': 0.30036371350288393, 'rewards/conditional_perplexity_reward/mean': 0.229683455824852, 'rewards/conditional_perplexity_reward/std': 0.08968418836593628, 'reward': 1.6346835136413573, 'reward_std': 1.444525346904993, 'frac_reward_zero_std': 0.0, 'entropy': 1.587966963648796, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 33.464929999923335, 'epoch': 1.6}
{'eval_loss': -0.057675544172525406, 'eval_runtime': 1305.2268, 'eval_samples_per_second': 0.077, 'eval_steps_per_second': 0.01, 'eval_num_tokens': 1690128.0, 'eval_completions/mean_length': 93.5, 'eval_completions/min_length': 57.34, 'eval_completions/max_length': 139.46, 'eval_completions/clipped_ratio': 0.005, 'eval_completions/mean_terminated_length': 93.03928588867187, 'eval_completions/min_terminated_length': 57.34, 'eval_completions/max_terminated_length': 137.72, 'eval_rewards/lazy_penalty_reward/mean': -0.25, 'eval_rewards/lazy_penalty_reward/std': 0.6582674694061279, 'eval_rewards/strict_format_and_content_reward/mean': 1.64, 'eval_rewards/strict_format_and_content_reward/std': 0.9063227009773255, 'eval_rewards/semantic_consistency_reward/mean': 0.08899999663233757, 'eval_rewards/semantic_consistency_reward/std': 0.22501010537147523, 'eval_rewards/conditional_perplexity_reward/mean': 0.22367840707302095, 'eval_rewards/conditional_perplexity_reward/std': 0.0691795714199543, 'eval_reward': 1.7026784205436707, 'eval_reward_std': 1.714668900296092, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.5500622987747192, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.6}
{'loss': -0.0262, 'grad_norm': 0.56640625, 'learning_rate': 1.96e-07, 'num_tokens': 1700511.0, 'completions/mean_length': 90.375, 'completions/min_length': 59.8, 'completions/max_length': 131.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.375, 'completions/min_terminated_length': 59.8, 'completions/max_terminated_length': 131.8, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.775, 'rewards/strict_format_and_content_reward/std': 0.4898780584335327, 'rewards/semantic_consistency_reward/mean': 0.27499998807907106, 'rewards/semantic_consistency_reward/std': 0.26263554990291593, 'rewards/conditional_perplexity_reward/mean': 0.23731834292411805, 'rewards/conditional_perplexity_reward/std': 0.06083269119262695, 'reward': 2.2873183488845825, 'reward_std': 0.7546702593564987, 'frac_reward_zero_std': 0.0, 'entropy': 1.3993703976273537, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.072749839909374, 'epoch': 1.61}
{'loss': -0.0699, 'grad_norm': 0.734375, 'learning_rate': 1.91e-07, 'num_tokens': 1711036.0, 'completions/mean_length': 92.625, 'completions/min_length': 61.4, 'completions/max_length': 132.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.625, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 132.8, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.46291003227233884, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.7676240921020507, 'rewards/semantic_consistency_reward/mean': 0.28499999791383746, 'rewards/semantic_consistency_reward/std': 0.5122326135635376, 'rewards/conditional_perplexity_reward/mean': 0.24083517491817474, 'rewards/conditional_perplexity_reward/std': 0.08056754097342492, 'reward': 1.9008351564407349, 'reward_std': 1.6890678465366364, 'frac_reward_zero_std': 0.0, 'entropy': 1.4375539883971213, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.617094760201873, 'epoch': 1.62}
{'loss': 0.0027, 'grad_norm': 0.734375, 'learning_rate': 1.86e-07, 'num_tokens': 1721048.0, 'completions/mean_length': 89.2, 'completions/min_length': 55.4, 'completions/max_length': 135.8, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 83.93333435058594, 'completions/min_terminated_length': 55.4, 'completions/max_terminated_length': 119.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.3, 'rewards/strict_format_and_content_reward/std': 1.4468607783317566, 'rewards/semantic_consistency_reward/mean': 0.06999999582767487, 'rewards/semantic_consistency_reward/std': 0.27914494276046753, 'rewards/conditional_perplexity_reward/mean': 0.2103953778743744, 'rewards/conditional_perplexity_reward/std': 0.07243206650018692, 'reward': 1.4553953886032105, 'reward_std': 1.9121101021766662, 'frac_reward_zero_std': 0.0, 'entropy': 1.4919444158673287, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.091450900072232, 'epoch': 1.63}
{'loss': -0.0971, 'grad_norm': 0.7734375, 'learning_rate': 1.81e-07, 'num_tokens': 1731234.0, 'completions/mean_length': 85.55, 'completions/min_length': 51.2, 'completions/max_length': 127.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 85.55, 'completions/min_terminated_length': 51.2, 'completions/max_terminated_length': 127.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.06000000238418579, 'rewards/semantic_consistency_reward/std': 0.28545374274253843, 'rewards/conditional_perplexity_reward/mean': 0.22116598188877107, 'rewards/conditional_perplexity_reward/std': 0.07774874344468116, 'reward': 1.8561659812927247, 'reward_std': 1.4195627391338348, 'frac_reward_zero_std': 0.0, 'entropy': 1.4437192529439926, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 28.153031399892644, 'epoch': 1.64}
{'loss': 0.04, 'grad_norm': 0.6875, 'learning_rate': 1.76e-07, 'num_tokens': 1741747.0, 'completions/mean_length': 97.125, 'completions/min_length': 52.2, 'completions/max_length': 146.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 95.15357208251953, 'completions/min_terminated_length': 52.2, 'completions/max_terminated_length': 142.4, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.325, 'rewards/strict_format_and_content_reward/std': 1.5292246341705322, 'rewards/semantic_consistency_reward/mean': 0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.1100649118423462, 'rewards/conditional_perplexity_reward/mean': 0.22850818037986756, 'rewards/conditional_perplexity_reward/std': 0.08873215764760971, 'reward': 1.4485081672668456, 'reward_std': 1.943381130695343, 'frac_reward_zero_std': 0.0, 'entropy': 1.5138192936778068, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.750226080045103, 'epoch': 1.65}
{'loss': -0.1379, 'grad_norm': 0.60546875, 'learning_rate': 1.71e-07, 'num_tokens': 1752228.0, 'completions/mean_length': 94.025, 'completions/min_length': 57.2, 'completions/max_length': 136.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.025, 'completions/min_terminated_length': 57.2, 'completions/max_terminated_length': 136.8, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.725, 'rewards/strict_format_and_content_reward/std': 0.77781742811203, 'rewards/semantic_consistency_reward/mean': 0.06000000238418579, 'rewards/semantic_consistency_reward/std': 0.11807987689971924, 'rewards/conditional_perplexity_reward/mean': 0.2360190659761429, 'rewards/conditional_perplexity_reward/std': 0.07725342810153961, 'reward': 1.8960189819335938, 'reward_std': 1.2398234218358994, 'frac_reward_zero_std': 0.0, 'entropy': 1.507842841744423, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.519216540036723, 'epoch': 1.66}
{'loss': -0.0375, 'grad_norm': 0.67578125, 'learning_rate': 1.66e-07, 'num_tokens': 1762853.0, 'completions/mean_length': 94.925, 'completions/min_length': 55.4, 'completions/max_length': 136.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.925, 'completions/min_terminated_length': 55.4, 'completions/max_terminated_length': 136.2, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.475, 'rewards/strict_format_and_content_reward/std': 0.8999716758728027, 'rewards/semantic_consistency_reward/mean': 0.12999999523162842, 'rewards/semantic_consistency_reward/std': 0.1884657084941864, 'rewards/conditional_perplexity_reward/mean': 0.21460169553756714, 'rewards/conditional_perplexity_reward/std': 0.07660689055919648, 'reward': 1.6946016669273376, 'reward_std': 1.4072185590863229, 'frac_reward_zero_std': 0.0, 'entropy': 1.4921143263578416, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 30.946122879954054, 'epoch': 1.67}
{'loss': -0.1184, 'grad_norm': 0.7734375, 'learning_rate': 1.61e-07, 'num_tokens': 1773311.0, 'completions/mean_length': 90.05, 'completions/min_length': 57.6, 'completions/max_length': 127.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.05, 'completions/min_terminated_length': 57.6, 'completions/max_terminated_length': 127.6, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.7020100831985474, 'rewards/semantic_consistency_reward/mean': 0.13999999165534974, 'rewards/semantic_consistency_reward/std': 0.22037330269813538, 'rewards/conditional_perplexity_reward/mean': 0.2279448539018631, 'rewards/conditional_perplexity_reward/std': 0.07353108674287796, 'reward': 2.0679449081420898, 'reward_std': 0.9694747343659401, 'frac_reward_zero_std': 0.0, 'entropy': 1.4941711902618409, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 29.837703360058367, 'epoch': 1.68}
{'loss': -0.0055, 'grad_norm': 0.640625, 'learning_rate': 1.56e-07, 'num_tokens': 1783586.0, 'completions/mean_length': 90.875, 'completions/min_length': 56.2, 'completions/max_length': 160.0, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 84.70357208251953, 'completions/min_terminated_length': 56.2, 'completions/max_terminated_length': 121.6, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.5, 'rewards/strict_format_and_content_reward/std': 1.0763636112213135, 'rewards/semantic_consistency_reward/mean': 0.0449999988079071, 'rewards/semantic_consistency_reward/std': 0.09665845632553101, 'rewards/conditional_perplexity_reward/mean': 0.20196546912193297, 'rewards/conditional_perplexity_reward/std': 0.058824386820197104, 'reward': 1.3719654560089112, 'reward_std': 1.9535441175103188, 'frac_reward_zero_std': 0.0, 'entropy': 1.531742626428604, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 34.53173395995982, 'epoch': 1.69}
{'loss': -0.0587, 'grad_norm': 0.9140625, 'learning_rate': 1.51e-07, 'num_tokens': 1794586.0, 'completions/mean_length': 99.6, 'completions/min_length': 48.0, 'completions/max_length': 171.2, 'completions/clipped_ratio': 0.075, 'completions/mean_terminated_length': 91.7107162475586, 'completions/min_terminated_length': 48.0, 'completions/max_terminated_length': 143.0, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.6, 'rewards/strict_format_and_content_reward/std': 0.993303382396698, 'rewards/semantic_consistency_reward/mean': 0.009999999403953552, 'rewards/semantic_consistency_reward/std': 0.0913392424583435, 'rewards/conditional_perplexity_reward/mean': 0.23260095119476318, 'rewards/conditional_perplexity_reward/std': 0.09409712180495262, 'reward': 1.592600977420807, 'reward_std': 1.7914398603141308, 'frac_reward_zero_std': 0.0, 'entropy': 1.5613728299736978, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 36.89075647993013, 'epoch': 1.7}
{'loss': 0.0358, 'grad_norm': 0.734375, 'learning_rate': 1.4599999999999998e-07, 'num_tokens': 1804902.0, 'completions/mean_length': 97.5, 'completions/min_length': 58.4, 'completions/max_length': 157.4, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 94.90357208251953, 'completions/min_terminated_length': 58.4, 'completions/max_terminated_length': 144.6, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.65, 'rewards/strict_format_and_content_reward/std': 0.8434314370155335, 'rewards/semantic_consistency_reward/mean': 0.14999999105930328, 'rewards/semantic_consistency_reward/std': 0.43992886543273924, 'rewards/conditional_perplexity_reward/mean': 0.21980869472026826, 'rewards/conditional_perplexity_reward/std': 0.07663841396570206, 'reward': 1.8948086500167847, 'reward_std': 1.5049638867378234, 'frac_reward_zero_std': 0.0, 'entropy': 1.6089378505945207, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 34.64747259989381, 'epoch': 1.71}
{'loss': -0.0876, 'grad_norm': 0.74609375, 'learning_rate': 1.4099999999999998e-07, 'num_tokens': 1814929.0, 'completions/mean_length': 88.275, 'completions/min_length': 56.4, 'completions/max_length': 118.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 88.275, 'completions/min_terminated_length': 56.4, 'completions/max_terminated_length': 118.8, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.2799999833106995, 'rewards/semantic_consistency_reward/std': 0.3876034140586853, 'rewards/conditional_perplexity_reward/mean': 0.22209121882915497, 'rewards/conditional_perplexity_reward/std': 0.06083679497241974, 'reward': 1.9520912528038026, 'reward_std': 1.7993454203009605, 'frac_reward_zero_std': 0.0, 'entropy': 1.389160969853401, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 26.947837500041352, 'epoch': 1.72}
{'loss': -0.0726, 'grad_norm': 0.57421875, 'learning_rate': 1.36e-07, 'num_tokens': 1825197.0, 'completions/mean_length': 90.6, 'completions/min_length': 62.4, 'completions/max_length': 145.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.6, 'completions/min_terminated_length': 62.4, 'completions/max_terminated_length': 145.6, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.25, 'rewards/strict_format_and_content_reward/std': 1.4712176322937012, 'rewards/semantic_consistency_reward/mean': -0.02500000149011612, 'rewards/semantic_consistency_reward/std': 0.21310832500457763, 'rewards/conditional_perplexity_reward/mean': 0.21878162622451783, 'rewards/conditional_perplexity_reward/std': 0.07528455257415771, 'reward': 1.19378160238266, 'reward_std': 2.306005972623825, 'frac_reward_zero_std': 0.0, 'entropy': 1.5161222249269486, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.77422806001268, 'epoch': 1.73}
{'loss': -0.0682, 'grad_norm': 0.59375, 'learning_rate': 1.31e-07, 'num_tokens': 1835319.0, 'completions/mean_length': 90.95, 'completions/min_length': 53.2, 'completions/max_length': 136.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.95, 'completions/min_terminated_length': 53.2, 'completions/max_terminated_length': 136.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': -1.4901161193847657e-09, 'rewards/semantic_consistency_reward/std': 0.2640945315361023, 'rewards/conditional_perplexity_reward/mean': 0.21020956635475158, 'rewards/conditional_perplexity_reward/std': 0.05872572883963585, 'reward': 1.785209584236145, 'reward_std': 1.3102046221494674, 'frac_reward_zero_std': 0.0, 'entropy': 1.5242193996906281, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.03020384008996, 'epoch': 1.74}
{'loss': 0.059, 'grad_norm': 0.8046875, 'learning_rate': 1.26e-07, 'num_tokens': 1846638.0, 'completions/mean_length': 102.175, 'completions/min_length': 54.8, 'completions/max_length': 170.0, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 96.61428680419922, 'completions/min_terminated_length': 54.8, 'completions/max_terminated_length': 143.2, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.425, 'rewards/strict_format_and_content_reward/std': 1.0504667997360229, 'rewards/semantic_consistency_reward/mean': 0.059999994933605194, 'rewards/semantic_consistency_reward/std': 0.1682656705379486, 'rewards/conditional_perplexity_reward/mean': 0.20846405625343323, 'rewards/conditional_perplexity_reward/std': 0.0868567056953907, 'reward': 1.3184641003608704, 'reward_std': 1.9378110006451608, 'frac_reward_zero_std': 0.0, 'entropy': 1.6095284461975097, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 37.09572725985199, 'epoch': 1.75}
{'loss': 0.0049, 'grad_norm': 0.74609375, 'learning_rate': 1.2099999999999998e-07, 'num_tokens': 1857195.0, 'completions/mean_length': 95.825, 'completions/min_length': 64.4, 'completions/max_length': 139.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 95.825, 'completions/min_terminated_length': 64.4, 'completions/max_terminated_length': 139.4, 'rewards/lazy_penalty_reward/mean': 0.0, 'rewards/lazy_penalty_reward/std': 0.0, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.8706783294677735, 'rewards/semantic_consistency_reward/mean': 0.05, 'rewards/semantic_consistency_reward/std': 0.10528872013092042, 'rewards/conditional_perplexity_reward/mean': 0.22271132171154023, 'rewards/conditional_perplexity_reward/std': 0.06611189991235733, 'reward': 1.8977112770080566, 'reward_std': 0.991229934990406, 'frac_reward_zero_std': 0.0, 'entropy': 1.4606049954891205, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 31.280443339888006, 'epoch': 1.76}
{'loss': -0.0665, 'grad_norm': 0.68359375, 'learning_rate': 1.16e-07, 'num_tokens': 1867877.0, 'completions/mean_length': 94.75, 'completions/min_length': 53.2, 'completions/max_length': 142.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.75, 'completions/min_terminated_length': 53.2, 'completions/max_terminated_length': 142.4, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.775, 'rewards/strict_format_and_content_reward/std': 0.636396074295044, 'rewards/semantic_consistency_reward/mean': -0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.08141604661941529, 'rewards/conditional_perplexity_reward/mean': 0.26095861494541167, 'rewards/conditional_perplexity_reward/std': 0.0866052895784378, 'reward': 1.8909586071968079, 'reward_std': 1.0932144775986672, 'frac_reward_zero_std': 0.0, 'entropy': 1.3070223465561868, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 32.38601950001903, 'epoch': 1.77}
