
==================================================
🚀 AVVIO GRPO V2 (Senza Early Stopping, 2 Epoche)
==================================================
{'loss': -0.0402, 'grad_norm': 0.91796875, 'learning_rate': 9.9e-07, 'num_tokens': 10293.0, 'completions/mean_length': 84.725, 'completions/min_length': 53.8, 'completions/max_length': 115.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 84.725, 'completions/min_terminated_length': 53.8, 'completions/max_terminated_length': 115.4, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.4142136573791504, 'rewards/strict_format_and_content_reward/mean': 1.4, 'rewards/strict_format_and_content_reward/std': 1.2898300409317016, 'rewards/semantic_consistency_reward/mean': -0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.08141604661941529, 'rewards/conditional_perplexity_reward/mean': 0.12691810131072997, 'rewards/conditional_perplexity_reward/std': 0.03351182602345944, 'reward': 1.0069180727005005, 'reward_std': 2.4930596590042113, 'frac_reward_zero_std': 0.0, 'entropy': 1.5017568737268447, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 40.26380831992719, 'epoch': 0.03}
🚀 RIPRESA GRPO V2 (Senza Early Stopping, 2 Epoche)
==================================================
🔄 Ripresa dall'ultimo checkpoint trovato in output_dir...
{'loss': -0.1532, 'grad_norm': 0.58203125, 'learning_rate': 3.0249999999999996e-07, 'num_tokens': 587633.0, 'completions/mean_length': 86.725, 'completions/min_length': 55.4, 'completions/max_length': 140.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 83.8, 'completions/min_terminated_length': 55.4, 'completions/max_terminated_length': 120.8, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.275, 'rewards/strict_format_and_content_reward/std': 1.7225603580474853, 'rewards/semantic_consistency_reward/mean': 0.1499999940395355, 'rewards/semantic_consistency_reward/std': 0.29504496455192564, 'rewards/conditional_perplexity_reward/mean': 0.13309938013553618, 'rewards/conditional_perplexity_reward/std': 0.05121033936738968, 'reward': 1.1830994486808777, 'reward_std': 2.986711895465851, 'frac_reward_zero_std': 0.0, 'entropy': 1.5445747032761574, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 50.748695879988375, 'epoch': 1.4}
{'loss': 0.0752, 'grad_norm': 0.69140625, 'learning_rate': 2.9e-07, 'num_tokens': 598327.0, 'completions/mean_length': 98.05, 'completions/min_length': 51.8, 'completions/max_length': 163.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 98.05, 'completions/min_terminated_length': 51.8, 'completions/max_terminated_length': 163.8, 'rewards/lazy_penalty_reward/mean': -0.625, 'rewards/lazy_penalty_reward/std': 1.5235702753067017, 'rewards/strict_format_and_content_reward/mean': 1.15, 'rewards/strict_format_and_content_reward/std': 1.7830777049064637, 'rewards/semantic_consistency_reward/mean': 0.10999999791383744, 'rewards/semantic_consistency_reward/std': 0.22191537618637086, 'rewards/conditional_perplexity_reward/mean': 0.12317305356264115, 'rewards/conditional_perplexity_reward/std': 0.037841429188847545, 'reward': 0.7581730961799622, 'reward_std': 3.427294659614563, 'frac_reward_zero_std': 0.0, 'entropy': 1.6354388281702996, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 57.75976148000918, 'epoch': 1.43}
{'loss': -0.0105, 'grad_norm': 0.6875, 'learning_rate': 2.775e-07, 'num_tokens': 608335.0, 'completions/mean_length': 85.4, 'completions/min_length': 50.6, 'completions/max_length': 114.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 85.4, 'completions/min_terminated_length': 50.6, 'completions/max_terminated_length': 114.4, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.46291003227233884, 'rewards/strict_format_and_content_reward/mean': 1.2, 'rewards/strict_format_and_content_reward/std': 1.0585845470428468, 'rewards/semantic_consistency_reward/mean': -0.02500000298023224, 'rewards/semantic_consistency_reward/std': 0.30218371748924255, 'rewards/conditional_perplexity_reward/mean': 0.12609499841928482, 'rewards/conditional_perplexity_reward/std': 0.036423297971487044, 'reward': 1.05109503865242, 'reward_std': 1.7205638106912375, 'frac_reward_zero_std': 0.0, 'entropy': 1.4712108448147774, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 40.617919959966095, 'epoch': 1.45}
{'loss': -0.0816, 'grad_norm': 1.0078125, 'learning_rate': 2.65e-07, 'num_tokens': 618307.0, 'completions/mean_length': 79.8, 'completions/min_length': 45.6, 'completions/max_length': 125.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 79.8, 'completions/min_terminated_length': 45.6, 'completions/max_terminated_length': 125.6, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.25, 'rewards/strict_format_and_content_reward/std': 1.6047220468521117, 'rewards/semantic_consistency_reward/mean': -0.030000001192092896, 'rewards/semantic_consistency_reward/std': 0.20243765115737916, 'rewards/conditional_perplexity_reward/mean': 0.13686089366674423, 'rewards/conditional_perplexity_reward/std': 0.06404045857489109, 'reward': 1.106860876083374, 'reward_std': 2.3483132123947144, 'frac_reward_zero_std': 0.0, 'entropy': 1.4372988268733025, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 45.30188467996195, 'epoch': 1.48}
{'loss': 0.0121, 'grad_norm': 0.69921875, 'learning_rate': 2.5249999999999996e-07, 'num_tokens': 628774.0, 'completions/mean_length': 92.575, 'completions/min_length': 61.0, 'completions/max_length': 140.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.575, 'completions/min_terminated_length': 61.0, 'completions/max_terminated_length': 140.0, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.8706783294677735, 'rewards/semantic_consistency_reward/mean': 0.1549999952316284, 'rewards/semantic_consistency_reward/std': 0.45339771509170534, 'rewards/conditional_perplexity_reward/mean': 0.11778115034103394, 'rewards/conditional_perplexity_reward/std': 0.028575859591364862, 'reward': 1.5227811455726623, 'reward_std': 2.15108745098114, 'frac_reward_zero_std': 0.0, 'entropy': 1.5671566486358643, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 49.75645079996902, 'epoch': 1.5}
{'eval_loss': -0.029383553192019463, 'eval_runtime': 1025.1501, 'eval_samples_per_second': 0.049, 'eval_steps_per_second': 0.007, 'eval_num_tokens': 628774.0, 'eval_completions/mean_length': 91.07, 'eval_completions/min_length': 55.52, 'eval_completions/max_length': 142.52, 'eval_completions/clipped_ratio': 0.015, 'eval_completions/mean_terminated_length': 89.3507144165039, 'eval_completions/min_terminated_length': 55.52, 'eval_completions/max_terminated_length': 133.68, 'eval_rewards/lazy_penalty_reward/mean': -0.4, 'eval_rewards/lazy_penalty_reward/std': 0.8762306356430054, 'eval_rewards/strict_format_and_content_reward/mean': 1.37, 'eval_rewards/strict_format_and_content_reward/std': 1.2147355818748473, 'eval_rewards/semantic_consistency_reward/mean': 0.09799999773502349, 'eval_rewards/semantic_consistency_reward/std': 0.21067322731018068, 'eval_rewards/conditional_perplexity_reward/mean': 0.12860560446977615, 'eval_rewards/conditional_perplexity_reward/std': 0.04373954728245735, 'eval_reward': 1.19660560131073, 'eval_reward_std': 2.200432252138853, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.622705192565918, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.5}
{'loss': -0.073, 'grad_norm': 0.66015625, 'learning_rate': 2.4e-07, 'num_tokens': 639311.0, 'completions/mean_length': 93.625, 'completions/min_length': 55.0, 'completions/max_length': 175.8, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 90.58214416503907, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 155.6, 'rewards/lazy_penalty_reward/mean': -0.625, 'rewards/lazy_penalty_reward/std': 1.5235702753067017, 'rewards/strict_format_and_content_reward/mean': 1.2, 'rewards/strict_format_and_content_reward/std': 1.5891350269317628, 'rewards/semantic_consistency_reward/mean': 0.004999998211860657, 'rewards/semantic_consistency_reward/std': 0.2213291645050049, 'rewards/conditional_perplexity_reward/mean': 0.12166261821985244, 'rewards/conditional_perplexity_reward/std': 0.041414741054177286, 'reward': 0.7016626596450806, 'reward_std': 3.207259885966778, 'frac_reward_zero_std': 0.0, 'entropy': 1.6514404594898224, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 59.04504297997337, 'epoch': 1.52}
{'loss': -0.0888, 'grad_norm': 0.7265625, 'learning_rate': 2.275e-07, 'num_tokens': 649980.0, 'completions/mean_length': 85.025, 'completions/min_length': 57.0, 'completions/max_length': 130.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 85.025, 'completions/min_terminated_length': 57.0, 'completions/max_terminated_length': 130.2, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.46291003227233884, 'rewards/strict_format_and_content_reward/mean': 1.55, 'rewards/strict_format_and_content_reward/std': 0.9362923383712769, 'rewards/semantic_consistency_reward/mean': -0.040000003576278684, 'rewards/semantic_consistency_reward/std': 0.3023892641067505, 'rewards/conditional_perplexity_reward/mean': 0.13469378054141998, 'rewards/conditional_perplexity_reward/std': 0.055125287547707555, 'reward': 1.3946938633918762, 'reward_std': 1.5658732116222382, 'frac_reward_zero_std': 0.0, 'entropy': 1.476969164609909, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 47.43124274003785, 'epoch': 1.55}
{'loss': -0.0318, 'grad_norm': 0.578125, 'learning_rate': 2.1499999999999998e-07, 'num_tokens': 660779.0, 'completions/mean_length': 96.875, 'completions/min_length': 56.2, 'completions/max_length': 157.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 96.875, 'completions/min_terminated_length': 56.2, 'completions/max_terminated_length': 157.2, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.475, 'rewards/strict_format_and_content_reward/std': 0.8706783294677735, 'rewards/semantic_consistency_reward/mean': 0.16499999761581421, 'rewards/semantic_consistency_reward/std': 0.3445761978626251, 'rewards/conditional_perplexity_reward/mean': 0.13085114806890488, 'rewards/conditional_perplexity_reward/std': 0.0486297033727169, 'reward': 1.6458511233329773, 'reward_std': 1.4963919937610626, 'frac_reward_zero_std': 0.0, 'entropy': 1.5272422075271606, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 52.11213795999065, 'epoch': 1.57}
{'loss': 0.0986, 'grad_norm': 0.65625, 'learning_rate': 2.025e-07, 'num_tokens': 671103.0, 'completions/mean_length': 86.1, 'completions/min_length': 48.8, 'completions/max_length': 146.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 86.1, 'completions/min_terminated_length': 48.8, 'completions/max_terminated_length': 146.6, 'rewards/lazy_penalty_reward/mean': -0.75, 'rewards/lazy_penalty_reward/std': 1.8771236896514893, 'rewards/strict_format_and_content_reward/mean': 0.95, 'rewards/strict_format_and_content_reward/std': 2.2818416118621827, 'rewards/semantic_consistency_reward/mean': 0.09499999284744262, 'rewards/semantic_consistency_reward/std': 0.2636599183082581, 'rewards/conditional_perplexity_reward/mean': 0.13113203942775725, 'rewards/conditional_perplexity_reward/std': 0.03933454342186451, 'reward': 0.42613203525543214, 'reward_std': 4.268214130401612, 'frac_reward_zero_std': 0.0, 'entropy': 1.543785597383976, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 53.179267979995345, 'epoch': 1.6}
{'loss': -0.0191, 'grad_norm': 0.73828125, 'learning_rate': 1.8999999999999998e-07, 'num_tokens': 681771.0, 'completions/mean_length': 95.8, 'completions/min_length': 63.2, 'completions/max_length': 141.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 95.8, 'completions/min_terminated_length': 63.2, 'completions/max_terminated_length': 141.0, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.46291003227233884, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 0.5496752262115479, 'rewards/semantic_consistency_reward/mean': 0.30999999642372134, 'rewards/semantic_consistency_reward/std': 0.43840242028236387, 'rewards/conditional_perplexity_reward/mean': 0.13284136205911637, 'rewards/conditional_perplexity_reward/std': 0.03993493765592575, 'reward': 1.817841386795044, 'reward_std': 1.3849561221897602, 'frac_reward_zero_std': 0.0, 'entropy': 1.500889962911606, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 46.83575382002164, 'epoch': 1.62}
{'eval_loss': -0.038968298584222794, 'eval_runtime': 973.3653, 'eval_samples_per_second': 0.051, 'eval_steps_per_second': 0.007, 'eval_num_tokens': 681771.0, 'eval_completions/mean_length': 86.165, 'eval_completions/min_length': 54.6, 'eval_completions/max_length': 134.28, 'eval_completions/clipped_ratio': 0.015, 'eval_completions/mean_terminated_length': 84.52857208251953, 'eval_completions/min_terminated_length': 54.6, 'eval_completions/max_terminated_length': 124.76, 'eval_rewards/lazy_penalty_reward/mean': -0.275, 'eval_rewards/lazy_penalty_reward/std': 0.6801387929916382, 'eval_rewards/strict_format_and_content_reward/mean': 1.44, 'eval_rewards/strict_format_and_content_reward/std': 1.1358358359336853, 'eval_rewards/semantic_consistency_reward/mean': 0.06899999797344208, 'eval_rewards/semantic_consistency_reward/std': 0.20631569623947144, 'eval_rewards/conditional_perplexity_reward/mean': 0.12765779197216034, 'eval_rewards/conditional_perplexity_reward/std': 0.0425900898873806, 'eval_reward': 1.3616578090190887, 'eval_reward_std': 1.900163369104266, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.5298261785507201, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.62}
{'loss': 0.0009, 'grad_norm': 0.7578125, 'learning_rate': 1.775e-07, 'num_tokens': 692170.0, 'completions/mean_length': 94.675, 'completions/min_length': 71.6, 'completions/max_length': 120.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 94.675, 'completions/min_terminated_length': 71.6, 'completions/max_terminated_length': 120.8, 'rewards/lazy_penalty_reward/mean': -0.625, 'rewards/lazy_penalty_reward/std': 1.5235702753067017, 'rewards/strict_format_and_content_reward/mean': 1.175, 'rewards/strict_format_and_content_reward/std': 1.8504344463348388, 'rewards/semantic_consistency_reward/mean': 0.03999999314546585, 'rewards/semantic_consistency_reward/std': 0.4632045984268188, 'rewards/conditional_perplexity_reward/mean': 0.13955949246883392, 'rewards/conditional_perplexity_reward/std': 0.02514876574277878, 'reward': 0.7295594930648803, 'reward_std': 3.56882301568985, 'frac_reward_zero_std': 0.0, 'entropy': 1.5100798234343529, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 43.24582207989879, 'epoch': 1.65}
{'loss': -0.0245, 'grad_norm': 0.671875, 'learning_rate': 1.65e-07, 'num_tokens': 703160.0, 'completions/mean_length': 99.25, 'completions/min_length': 65.0, 'completions/max_length': 156.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 99.25, 'completions/min_terminated_length': 65.0, 'completions/max_terminated_length': 156.4, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.625, 'rewards/strict_format_and_content_reward/std': 1.0606601238250732, 'rewards/semantic_consistency_reward/mean': 0.0649999961256981, 'rewards/semantic_consistency_reward/std': 0.17568011879920958, 'rewards/conditional_perplexity_reward/mean': 0.12632288336753844, 'rewards/conditional_perplexity_reward/std': 0.05545292794704437, 'reward': 1.441322886943817, 'reward_std': 2.075456312298775, 'frac_reward_zero_std': 0.0, 'entropy': 1.638628187775612, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 55.468921899981794, 'epoch': 1.68}
{'loss': -0.0395, 'grad_norm': 0.73046875, 'learning_rate': 1.525e-07, 'num_tokens': 713612.0, 'completions/mean_length': 94.7, 'completions/min_length': 54.6, 'completions/max_length': 161.0, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 91.58928680419922, 'completions/min_terminated_length': 54.6, 'completions/max_terminated_length': 139.2, 'rewards/lazy_penalty_reward/mean': -0.75, 'rewards/lazy_penalty_reward/std': 1.5782094240188598, 'rewards/strict_format_and_content_reward/mean': 1.1, 'rewards/strict_format_and_content_reward/std': 1.6581173181533813, 'rewards/semantic_consistency_reward/mean': 0.044999992847442626, 'rewards/semantic_consistency_reward/std': 0.24156410694122316, 'rewards/conditional_perplexity_reward/mean': 0.12565943747758865, 'rewards/conditional_perplexity_reward/std': 0.03889105208218098, 'reward': 0.5206595182418823, 'reward_std': 3.300669139623642, 'frac_reward_zero_std': 0.0, 'entropy': 1.5867403909564017, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 52.49098448005971, 'epoch': 1.7}
{'loss': -0.073, 'grad_norm': 0.6640625, 'learning_rate': 1.4e-07, 'num_tokens': 723910.0, 'completions/mean_length': 89.35, 'completions/min_length': 58.8, 'completions/max_length': 138.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 89.35, 'completions/min_terminated_length': 58.8, 'completions/max_terminated_length': 138.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.35, 'rewards/strict_format_and_content_reward/std': 1.1809746384620667, 'rewards/semantic_consistency_reward/mean': 0.10499999225139618, 'rewards/semantic_consistency_reward/std': 0.43054447174072263, 'rewards/conditional_perplexity_reward/mean': 0.1406109645962715, 'rewards/conditional_perplexity_reward/std': 0.050092635303735734, 'reward': 1.4706109762191772, 'reward_std': 1.7529750227928163, 'frac_reward_zero_std': 0.0, 'entropy': 1.4729472920298576, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 50.89806009992026, 'epoch': 1.73}
{'loss': -0.0272, 'grad_norm': 0.7734375, 'learning_rate': 1.275e-07, 'num_tokens': 733701.0, 'completions/mean_length': 85.775, 'completions/min_length': 58.0, 'completions/max_length': 136.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 85.775, 'completions/min_terminated_length': 58.0, 'completions/max_terminated_length': 136.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.7, 'rewards/strict_format_and_content_reward/std': 0.8485280990600585, 'rewards/semantic_consistency_reward/mean': 0.3499999940395355, 'rewards/semantic_consistency_reward/std': 0.3116979718208313, 'rewards/conditional_perplexity_reward/mean': 0.1254751443862915, 'rewards/conditional_perplexity_reward/std': 0.036565623804926874, 'reward': 2.0504751563072205, 'reward_std': 1.5166749477386474, 'frac_reward_zero_std': 0.0, 'entropy': 1.5401835277676583, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 45.082348340004685, 'epoch': 1.75}
{'eval_loss': -0.047123897820711136, 'eval_runtime': 929.4279, 'eval_samples_per_second': 0.054, 'eval_steps_per_second': 0.008, 'eval_num_tokens': 733701.0, 'eval_completions/mean_length': 88.785, 'eval_completions/min_length': 53.28, 'eval_completions/max_length': 135.16, 'eval_completions/clipped_ratio': 0.005, 'eval_completions/mean_terminated_length': 88.30500030517578, 'eval_completions/min_terminated_length': 53.28, 'eval_completions/max_terminated_length': 134.08, 'eval_rewards/lazy_penalty_reward/mean': -0.35, 'eval_rewards/lazy_penalty_reward/std': 0.7945921230316162, 'eval_rewards/strict_format_and_content_reward/mean': 1.395, 'eval_rewards/strict_format_and_content_reward/std': 1.2512595820426942, 'eval_rewards/semantic_consistency_reward/mean': 0.044999997019767764, 'eval_rewards/semantic_consistency_reward/std': 0.20442102193832398, 'eval_rewards/conditional_perplexity_reward/mean': 0.12270362854003906, 'eval_rewards/conditional_perplexity_reward/std': 0.0401496871560812, 'eval_reward': 1.2127036237716675, 'eval_reward_std': 2.1599185098707676, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.6039411449432373, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.75}

==================================================
🚀 RIPRESA GRPO V2 (Senza Early Stopping, 2 Epoche)
==================================================
🔄 Ripresa dall'ultimo checkpoint trovato in output_dir...
{'loss': -0.1095, 'grad_norm': 0.63671875, 'learning_rate': 1.15e-07, 'num_tokens': 744072.0, 'completions/mean_length': 88.175, 'completions/min_length': 50.2, 'completions/max_length': 139.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 88.175, 'completions/min_terminated_length': 50.2, 'completions/max_terminated_length': 139.6, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.3, 'rewards/strict_format_and_content_reward/std': 1.535843300819397, 'rewards/semantic_consistency_reward/mean': -0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.08141604661941529, 'rewards/conditional_perplexity_reward/mean': 0.12955861538648605, 'rewards/conditional_perplexity_reward/std': 0.05137440860271454, 'reward': 0.9095585763454437, 'reward_std': 2.725371976196766, 'frac_reward_zero_std': 0.0, 'entropy': 1.4795002028346063, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 48.10484962000046, 'epoch': 1.77}
{'loss': 0.0508, 'grad_norm': 0.6640625, 'learning_rate': 1.0249999999999998e-07, 'num_tokens': 754591.0, 'completions/mean_length': 94.975, 'completions/min_length': 61.6, 'completions/max_length': 151.8, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 92.69285736083984, 'completions/min_terminated_length': 61.6, 'completions/max_terminated_length': 148.2, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.325, 'rewards/strict_format_and_content_reward/std': 1.4261703968048096, 'rewards/semantic_consistency_reward/mean': 0.16999999284744263, 'rewards/semantic_consistency_reward/std': 0.209279602766037, 'rewards/conditional_perplexity_reward/mean': 0.12783595770597458, 'rewards/conditional_perplexity_reward/std': 0.0356565959751606, 'reward': 1.3728359580039977, 'reward_std': 2.017690920829773, 'frac_reward_zero_std': 0.0, 'entropy': 1.6236910864710807, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 50.82544790003449, 'epoch': 1.8}
{'loss': -0.0515, 'grad_norm': 0.8671875, 'learning_rate': 9e-08, 'num_tokens': 764910.0, 'completions/mean_length': 88.275, 'completions/min_length': 57.2, 'completions/max_length': 134.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 88.275, 'completions/min_terminated_length': 57.2, 'completions/max_terminated_length': 134.0, 'rewards/lazy_penalty_reward/mean': -0.125, 'rewards/lazy_penalty_reward/std': 0.3535534143447876, 'rewards/strict_format_and_content_reward/mean': 1.525, 'rewards/strict_format_and_content_reward/std': 0.7241603136062622, 'rewards/semantic_consistency_reward/mean': -0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.08141604661941529, 'rewards/conditional_perplexity_reward/mean': 0.12983663827180864, 'rewards/conditional_perplexity_reward/std': 0.03979647904634476, 'reward': 1.5098366141319275, 'reward_std': 1.050103060901165, 'frac_reward_zero_std': 0.0, 'entropy': 1.5440800845623017, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 54.528740520053546, 'epoch': 1.82}
{'loss': -0.0481, 'grad_norm': 0.90234375, 'learning_rate': 7.75e-08, 'num_tokens': 775284.0, 'completions/mean_length': 89.25, 'completions/min_length': 54.0, 'completions/max_length': 153.6, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 86.85357208251953, 'completions/min_terminated_length': 54.0, 'completions/max_terminated_length': 142.8, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 0.9, 'rewards/strict_format_and_content_reward/std': 1.7083988428115844, 'rewards/semantic_consistency_reward/mean': -0.06000000536441803, 'rewards/semantic_consistency_reward/std': 0.2929785907268524, 'rewards/conditional_perplexity_reward/mean': 0.1278558701276779, 'rewards/conditional_perplexity_reward/std': 0.035747057572007176, 'reward': 0.5928558349609375, 'reward_std': 2.631471800804138, 'frac_reward_zero_std': 0.0, 'entropy': 1.4928848922252655, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 49.80536765994039, 'epoch': 1.85}
