Step: 1 - {'loss': 0.0332, 'grad_norm': 1.030318021774292, 'learning_rate': 5e-05, 'num_tokens': 2108.0, 'completions/mean_length': 79.0, 'completions/min_length': 74.0, 'completions/max_length': 84.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 79.0, 'completions/min_terminated_length': 74.0, 'completions/max_terminated_length': 84.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 7.5, 'rewards/reward_accuracy_strict_fn/std': 9.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.5501444339752197, 'rewards/reward_semantic_fn/std': 1.6113839149475098, 'reward': 13.80014419555664, 'reward_std': 8.191094398498535, 'frac_reward_zero_std': 0.0, 'kl': 0.0, 'entropy': 1.8241576850414276, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 5.634359300049255, 'epoch': 0.0005733944954128441}
Step: 265 - {'loss': -0.0875, 'grad_norm': 0.4599052369594574, 'learning_rate': 1.2285714285714286e-05, 'num_tokens': 627891.0, 'completions/mean_length': 231.75, 'completions/min_length': 177.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.75, 'completions/mean_terminated_length': 177.0, 'completions/min_terminated_length': 177.0, 'completions/max_terminated_length': 177.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 3.0, 'rewards/reward_accuracy_strict_fn/mean': 4.75, 'rewards/reward_accuracy_strict_fn/std': 8.845903396606445, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.5725762844085693, 'rewards/reward_semantic_fn/std': 2.408707618713379, 'reward': 10.322576522827148, 'reward_std': 7.289321422576904, 'frac_reward_zero_std': 0.0, 'kl': 0.00798374181613326, 'entropy': 2.5001990497112274, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.531778799952008, 'epoch': 0.15194954128440366}
Step: 266 - {'loss': -0.3161, 'grad_norm': 0.6224029064178467, 'learning_rate': 1.2142857142857144e-05, 'num_tokens': 630257.0, 'completions/mean_length': 142.5, 'completions/min_length': 90.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 106.66667175292969, 'completions/min_terminated_length': 90.0, 'completions/max_terminated_length': 137.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.8019063472747803, 'rewards/reward_semantic_fn/std': 0.1989048570394516, 'reward': 14.80190658569336, 'reward_std': 6.2734694480896, 'frac_reward_zero_std': 0.0, 'kl': 0.007167146191932261, 'entropy': 2.2769399285316467, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.641923800023505, 'epoch': 0.15252293577981652}
Step: 267 - {'loss': 0.0282, 'grad_norm': 0.7655022740364075, 'learning_rate': 1.2e-05, 'num_tokens': 632509.0, 'completions/mean_length': 100.0, 'completions/min_length': 79.0, 'completions/max_length': 117.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 100.0, 'completions/min_terminated_length': 79.0, 'completions/max_terminated_length': 117.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.6953635215759277, 'rewards/reward_semantic_fn/std': 0.16275419294834137, 'reward': 17.445363998413086, 'reward_std': 5.498147010803223, 'frac_reward_zero_std': 0.0, 'kl': 0.00911449664272368, 'entropy': 2.0904903411865234, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.157569799950579, 'epoch': 0.15309633027522937}
Step: 268 - {'loss': 0.2211, 'grad_norm': 0.6465084552764893, 'learning_rate': 1.1857142857142858e-05, 'num_tokens': 634666.0, 'completions/mean_length': 98.25, 'completions/min_length': 58.0, 'completions/max_length': 169.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 98.25, 'completions/min_terminated_length': 58.0, 'completions/max_terminated_length': 169.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.6446523666381836, 'rewards/reward_semantic_fn/std': 0.2894253432750702, 'reward': 11.894652366638184, 'reward_std': 5.4818572998046875, 'frac_reward_zero_std': 0.0, 'kl': 0.010191690525971353, 'entropy': 1.8291291296482086, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 8.252701499994146, 'epoch': 0.1536697247706422}
Step: 269 - {'loss': 0.3552, 'grad_norm': 0.8539756536483765, 'learning_rate': 1.1714285714285715e-05, 'num_tokens': 637067.0, 'completions/mean_length': 146.25, 'completions/min_length': 94.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 111.66667175292969, 'completions/min_terminated_length': 94.0, 'completions/max_terminated_length': 122.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.589033603668213, 'rewards/reward_semantic_fn/std': 0.2701548635959625, 'reward': 17.339033126831055, 'reward_std': 5.608401298522949, 'frac_reward_zero_std': 0.0, 'kl': 0.00773784052580595, 'entropy': 2.077842593193054, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.650182399956975, 'epoch': 0.15424311926605505}
Step: 270 - {'loss': -0.1389, 'grad_norm': 0.610013484954834, 'learning_rate': 1.1571428571428573e-05, 'num_tokens': 639575.0, 'completions/mean_length': 178.0, 'completions/min_length': 87.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 106.0, 'completions/min_terminated_length': 87.0, 'completions/max_terminated_length': 125.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.771589517593384, 'rewards/reward_semantic_fn/std': 0.2110021561384201, 'reward': 9.271589279174805, 'reward_std': 0.21100227534770966, 'frac_reward_zero_std': 0.0, 'kl': 0.008273499319329858, 'entropy': 2.0994085669517517, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.826062700012699, 'epoch': 0.15481651376146788}
Step: 271 - {'loss': 0.0471, 'grad_norm': 0.8809294700622559, 'learning_rate': 1.1428571428571429e-05, 'num_tokens': 641845.0, 'completions/mean_length': 102.5, 'completions/min_length': 92.0, 'completions/max_length': 122.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 102.5, 'completions/min_terminated_length': 92.0, 'completions/max_terminated_length': 122.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 3.0, 'rewards/reward_accuracy_strict_fn/mean': -0.75, 'rewards/reward_accuracy_strict_fn/std': 3.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.1695168018341064, 'rewards/reward_semantic_fn/std': 0.8818494081497192, 'reward': 5.419516563415527, 'reward_std': 3.9901928901672363, 'frac_reward_zero_std': 0.0, 'kl': 0.012752641923725605, 'entropy': 1.8466207683086395, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.369234599958872, 'epoch': 0.15538990825688073}
Step: 272 - {'loss': 0.0728, 'grad_norm': 0.7865710854530334, 'learning_rate': 1.1285714285714285e-05, 'num_tokens': 644029.0, 'completions/mean_length': 103.0, 'completions/min_length': 75.0, 'completions/max_length': 138.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 103.0, 'completions/min_terminated_length': 75.0, 'completions/max_terminated_length': 138.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 1.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 4.251906394958496, 'rewards/reward_semantic_fn/std': 0.2421039491891861, 'reward': 9.751907348632812, 'reward_std': 0.24210384488105774, 'frac_reward_zero_std': 0.0, 'kl': 0.010788880521431565, 'entropy': 1.7244211733341217, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 7.162679700006265, 'epoch': 0.1559633027522936}
Step: 273 - {'loss': -0.0577, 'grad_norm': 0.7369173169136047, 'learning_rate': 1.1142857142857143e-05, 'num_tokens': 646291.0, 'completions/mean_length': 108.5, 'completions/min_length': 95.0, 'completions/max_length': 124.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 108.5, 'completions/min_terminated_length': 95.0, 'completions/max_terminated_length': 124.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 3.0, 'rewards/reward_accuracy_strict_fn/mean': 8.0, 'rewards/reward_accuracy_strict_fn/std': 8.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.8112990856170654, 'rewards/reward_semantic_fn/std': 1.7414461374282837, 'reward': 13.811299324035645, 'reward_std': 10.645989418029785, 'frac_reward_zero_std': 0.0, 'kl': 0.024262898368760943, 'entropy': 1.921434462070465, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.464653300005011, 'epoch': 0.1565366972477064}
Step: 274 - {'loss': -0.2168, 'grad_norm': 0.4596389830112457, 'learning_rate': 1.1000000000000001e-05, 'num_tokens': 648905.0, 'completions/mean_length': 169.5, 'completions/min_length': 84.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 89.0, 'completions/min_terminated_length': 84.0, 'completions/max_terminated_length': 94.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2331008911132812, 'rewards/reward_semantic_fn/std': 0.8304838538169861, 'reward': 16.23310089111328, 'reward_std': 7.822956085205078, 'frac_reward_zero_std': 0.0, 'kl': 0.00734117696993053, 'entropy': 1.7866912186145782, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.177961199980928, 'epoch': 0.15711009174311927}
Step: 275 - {'loss': -0.0431, 'grad_norm': 0.689062774181366, 'learning_rate': 1.0857142857142858e-05, 'num_tokens': 651131.0, 'completions/mean_length': 101.5, 'completions/min_length': 88.0, 'completions/max_length': 128.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 101.5, 'completions/min_terminated_length': 88.0, 'completions/max_terminated_length': 128.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.502357244491577, 'rewards/reward_semantic_fn/std': 1.0228073596954346, 'reward': 17.252357482910156, 'reward_std': 5.360872268676758, 'frac_reward_zero_std': 0.0, 'kl': 0.004267867014277726, 'entropy': 1.569680243730545, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.903620800003409, 'epoch': 0.15768348623853212}
Step: 276 - {'loss': 0.1412, 'grad_norm': 0.4598788619041443, 'learning_rate': 1.0714285714285714e-05, 'num_tokens': 653767.0, 'completions/mean_length': 213.0, 'completions/min_length': 154.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 176.0, 'completions/min_terminated_length': 154.0, 'completions/max_terminated_length': 198.0, 'rewards/reward_strict_format_fn/mean': 3.0, 'rewards/reward_strict_format_fn/std': 1.7320507764816284, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.303213596343994, 'rewards/reward_semantic_fn/std': 0.8849725723266602, 'reward': 15.303213119506836, 'reward_std': 2.397088050842285, 'frac_reward_zero_std': 0.0, 'kl': 0.008487400133162737, 'entropy': 1.8036198914051056, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.972437800024636, 'epoch': 0.15825688073394495}
Step: 277 - {'loss': -0.2335, 'grad_norm': 0.6490932703018188, 'learning_rate': 1.0571428571428572e-05, 'num_tokens': 656043.0, 'completions/mean_length': 116.0, 'completions/min_length': 81.0, 'completions/max_length': 152.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 116.0, 'completions/min_terminated_length': 81.0, 'completions/max_terminated_length': 152.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.3732848167419434, 'rewards/reward_semantic_fn/std': 0.24932153522968292, 'reward': 14.373285293579102, 'reward_std': 6.197799205780029, 'frac_reward_zero_std': 0.0, 'kl': 0.008274154970422387, 'entropy': 1.6689752340316772, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 7.663105500017991, 'epoch': 0.1588302752293578}
Step: 278 - {'loss': -0.0319, 'grad_norm': 0.4426628649234772, 'learning_rate': 1.0428571428571428e-05, 'num_tokens': 658718.0, 'completions/mean_length': 234.75, 'completions/min_length': 211.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 219.5, 'completions/min_terminated_length': 211.0, 'completions/max_terminated_length': 228.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 3.75, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.431748151779175, 'rewards/reward_semantic_fn/std': 0.1455441266298294, 'reward': 10.931748390197754, 'reward_std': 6.092421054840088, 'frac_reward_zero_std': 0.0, 'kl': 0.006082731648348272, 'entropy': 3.1800589859485626, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.840406000002986, 'epoch': 0.15940366972477063}
Step: 279 - {'loss': 0.2536, 'grad_norm': 0.646856963634491, 'learning_rate': 1.0285714285714286e-05, 'num_tokens': 661149.0, 'completions/mean_length': 166.75, 'completions/min_length': 79.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 83.5, 'completions/min_terminated_length': 79.0, 'completions/max_terminated_length': 88.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.5505542755126953, 'rewards/reward_semantic_fn/std': 0.10553939640522003, 'reward': 17.300554275512695, 'reward_std': 5.497677803039551, 'frac_reward_zero_std': 0.0, 'kl': 0.007378495647571981, 'entropy': 1.8810092210769653, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.839016099984292, 'epoch': 0.15997706422018348}
Step: 280 - {'loss': 0.1088, 'grad_norm': 0.6779119372367859, 'learning_rate': 1.0142857142857143e-05, 'num_tokens': 663617.0, 'completions/mean_length': 161.0, 'completions/min_length': 82.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 131.33334350585938, 'completions/min_terminated_length': 82.0, 'completions/max_terminated_length': 183.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 2.0, 'rewards/reward_accuracy_strict_fn/std': 7.438638210296631, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.6101627349853516, 'rewards/reward_semantic_fn/std': 0.4111288785934448, 'reward': 10.110162734985352, 'reward_std': 7.115381240844727, 'frac_reward_zero_std': 0.0, 'kl': 0.012242949451319873, 'entropy': 2.017839938402176, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.761247200047364, 'epoch': 0.16055045871559634}
Step: 281 - {'loss': 0.0266, 'grad_norm': 0.6343634724617004, 'learning_rate': 1e-05, 'num_tokens': 666122.0, 'completions/mean_length': 118.25, 'completions/min_length': 74.0, 'completions/max_length': 198.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 118.25, 'completions/min_terminated_length': 74.0, 'completions/max_terminated_length': 198.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.0, 'rewards/reward_accuracy_strict_fn/std': 0.0, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.819979190826416, 'rewards/reward_semantic_fn/std': 0.38704678416252136, 'reward': 17.319978713989258, 'reward_std': 0.387046217918396, 'frac_reward_zero_std': 0.0, 'kl': 0.010521963005885482, 'entropy': 1.9144949615001678, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 9.831700800015824, 'epoch': 0.16112385321100917}
Step: 282 - {'loss': -0.0019, 'grad_norm': 0.6082727313041687, 'learning_rate': 9.857142857142857e-06, 'num_tokens': 668743.0, 'completions/mean_length': 205.25, 'completions/min_length': 81.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 160.5, 'completions/min_terminated_length': 81.0, 'completions/max_terminated_length': 240.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 2.0, 'rewards/reward_accuracy_strict_fn/std': 7.438638210296631, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 2.8333334922790527, 'rewards/reward_semantic_fn/std': 1.741191029548645, 'reward': 8.583333015441895, 'reward_std': 10.10559368133545, 'frac_reward_zero_std': 0.0, 'kl': 0.023167140898294747, 'entropy': 2.399973899126053, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.964286099973833, 'epoch': 0.16169724770642202}
Step: 283 - {'loss': -0.2684, 'grad_norm': 0.6747311353683472, 'learning_rate': 9.714285714285715e-06, 'num_tokens': 671024.0, 'completions/mean_length': 129.25, 'completions/min_length': 70.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 89.0, 'completions/min_terminated_length': 70.0, 'completions/max_terminated_length': 104.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.8045530319213867, 'rewards/reward_semantic_fn/std': 0.22840607166290283, 'reward': 14.804553031921387, 'reward_std': 6.330060958862305, 'frac_reward_zero_std': 0.0, 'kl': 0.03227848350070417, 'entropy': 1.7653851211071014, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.727608000015607, 'epoch': 0.16227064220183487}
Step: 284 - {'loss': 0.0572, 'grad_norm': 0.639094889163971, 'learning_rate': 9.571428571428572e-06, 'num_tokens': 673592.0, 'completions/mean_length': 175.0, 'completions/min_length': 95.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.5, 'completions/mean_terminated_length': 100.0, 'completions/min_terminated_length': 95.0, 'completions/max_terminated_length': 105.0, 'rewards/reward_strict_format_fn/mean': 3.75, 'rewards/reward_strict_format_fn/std': 1.5, 'rewards/reward_accuracy_strict_fn/mean': 6.5, 'rewards/reward_accuracy_strict_fn/std': 6.350852966308594, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.2582924365997314, 'rewards/reward_semantic_fn/std': 1.0040197372436523, 'reward': 13.508292198181152, 'reward_std': 7.636732578277588, 'frac_reward_zero_std': 0.0, 'kl': 0.007038798416033387, 'entropy': 1.7530590295791626, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 12.050510900007794, 'epoch': 0.1628440366972477}
Step: 285 - {'loss': 0.1569, 'grad_norm': 0.562484085559845, 'learning_rate': 9.42857142857143e-06, 'num_tokens': 676148.0, 'completions/mean_length': 191.0, 'completions/min_length': 96.0, 'completions/max_length': 250.0, 'completions/clipped_ratio': 0.25, 'completions/mean_terminated_length': 171.33334350585938, 'completions/min_terminated_length': 96.0, 'completions/max_terminated_length': 219.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 3.827819585800171, 'rewards/reward_semantic_fn/std': 0.17549438774585724, 'reward': 17.57781982421875, 'reward_std': 5.6486310958862305, 'frac_reward_zero_std': 0.0, 'kl': 0.006550641264766455, 'entropy': 1.6736440658569336, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 11.762258500035387, 'epoch': 0.16341743119266056}
Step: 286 - {'loss': -0.0828, 'grad_norm': 0.6722811460494995, 'learning_rate': 9.285714285714286e-06, 'num_tokens': 678386.0, 'completions/mean_length': 95.5, 'completions/min_length': 73.0, 'completions/max_length': 131.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 95.5, 'completions/min_terminated_length': 73.0, 'completions/max_terminated_length': 131.0, 'rewards/reward_strict_format_fn/mean': 4.5, 'rewards/reward_strict_format_fn/std': 0.0, 'rewards/reward_accuracy_strict_fn/mean': 9.25, 'rewards/reward_accuracy_strict_fn/std': 5.5, 'rewards/reward_diversity_fn/mean': 0.0, 'rewards/reward_diversity_fn/std': 0.0, 'rewards/reward_semantic_fn/mean': 4.070090293884277, 'rewards/reward_semantic_fn/std': 0.08481151610612869, 'reward': 17.820091247558594, 'reward_std': 5.504826068878174, 'frac_reward_zero_std': 0.0, 'kl': 0.006575782666914165, 'entropy': 1.4963181912899017, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 6.778584099985892, 'epoch': 0.16399082568807338}
